StoreID,sales_date,product,volume,GP_Dollar
11064,3/20/23,Plus,829,249.62
11064,4/16/23,Plus,726,267.76
11064,3/31/23,Plus,722,321.97
11064,3/18/23,Plus,757,351.86
11064,4/24/23,Plus,584,291.5
11064,4/7/23,Plus,577,170.79
11064,2/6/23,Plus,638,241.92
11064,3/6/23,Plus,541,151.06
11064,2/3/23,Plus,659,186.61
11064,4/20/23,Plus,1195,548.86
11064,4/22/23,Plus,697,319.69
11064,3/4/23,Plus,741,265.65
11064,4/1/23,Plus,529,227.51
11064,4/6/23,Plus,700,235.54
11064,4/9/23,Plus,690,192.74
11064,1/12/23,Plus,418,82.51
11064,3/2/23,Plus,635,154.51
11064,1/8/23,Plus,771,216.29
11064,1/14/23,Plus,651,63.05
11064,3/28/23,Plus,547,172.13
12132,4/9/23,Regular,1313,388.73
12132,3/23/23,Regular,1932,498.5
12132,1/28/23,Regular,1638,294.6
12132,3/15/23,Regular,1270,323.7
12132,2/16/23,Regular,1798,418.82
12132,1/3/23,Regular,1084,290.63
12132,3/22/23,Regular,1765,539.81
12132,4/23/23,Regular,1364,550.63
12132,4/26/23,Regular,1660,568.76
12132,1/9/23,Regular,1104,242.5
12132,1/10/23,Regular,2132,390.24
12132,1/14/23,Regular,1535,367.8
12132,1/30/23,Regular,1760,527.15
12132,2/1/23,Regular,549,150.84
12132,1/8/23,Regular,1468,341.59
12132,1/18/23,Regular,1574,203.3
12132,2/13/23,Regular,1626,340.17
12132,2/17/23,Regular,1833,432.41
12132,3/1/23,Regular,1499,396.81
12132,4/4/23,Regular,976,429.87
12132,2/18/23,Regular,1715,390.9
12132,2/27/23,Regular,1716,149.95
12132,3/27/23,Regular,1633,473.46
12132,2/14/23,Regular,1486,272.86
12132,3/18/23,Regular,1599,430.67
12132,1/29/23,Regular,1667,319.24
12132,1/7/23,Regular,1576,383.12
12132,1/21/23,Regular,1299,239.04
12132,1/25/23,Regular,975,185.41
12132,1/12/23,Regular,1603,356.67
12132,4/15/23,Regular,1530,705.58
12132,2/3/23,Regular,1556,418.77
12132,3/4/23,Regular,1566,353.21
12132,2/15/23,Regular,2218,400.92
12132,4/2/23,Regular,1561,514.59
12132,1/16/23,Regular,1359,332.32
12132,2/12/23,Regular,1471,395.83
12132,4/29/23,Regular,1796,517.25
12132,2/5/23,Regular,1511,383.61
12132,2/9/23,Regular,1426,453.5
12132,4/27/23,Regular,1983,621.96
12132,4/17/23,Regular,1798,752.89
12132,1/11/23,Regular,1746,118.95
12132,3/9/23,Regular,1639,583.52
12132,3/29/23,Regular,1452,558.22
12132,3/8/23,Regular,1526,555.65
12132,3/2/23,Regular,1848,497.04
12132,3/20/23,Regular,1416,290.39
12132,2/10/23,Regular,1663,463.97
12132,4/16/23,Regular,1657,772.15
12132,4/28/23,Regular,1687,512.14
12132,4/19/23,Regular,1894,820.69
12132,2/19/23,Regular,1489,369.81
12132,2/22/23,Regular,1762,271.58
12132,2/8/23,Regular,1425,459
12132,2/7/23,Regular,1465,581
12132,3/31/23,Regular,1978,655.91
12132,2/20/23,Regular,1858,389.18
12132,3/28/23,Regular,1383,504.04
12132,4/20/23,Regular,1889,802.76
12132,4/21/23,Regular,1660,619.14
12132,3/3/23,Regular,2075,469.99
12132,3/25/23,Regular,1958,509.57
12132,3/19/23,Regular,1532,408.11
12132,4/11/23,Regular,1334,593.48
12132,4/22/23,Regular,1655,602.95
12132,4/13/23,Regular,1726,783.46
12132,2/11/23,Regular,1469,395.66
12132,1/13/23,Regular,1646,501.93
12132,3/5/23,Regular,1871,426.39
12132,3/24/23,Regular,1664,410.95
12132,1/19/23,Regular,1512,193.51
12132,1/23/23,Regular,1514,349.68
12132,4/5/23,Regular,1338,582.12
12132,1/2/23,Regular,801,210.64
12132,4/7/23,Regular,1676,730.04
12132,4/24/23,Regular,1779,612.04
12132,2/4/23,Regular,1549,398.22
12132,3/6/23,Regular,1658,372.07
12132,3/21/23,Regular,1208,361.09
12132,4/1/23,Regular,1780,596.62
12132,1/26/23,Regular,1725,330.31
12132,3/14/23,Regular,1142,359.58
12132,1/4/23,Regular,1455,397.75
12132,2/28/23,Regular,1742,107.3
12132,1/5/23,Regular,1350,391.05
12132,1/17/23,Regular,1922,387.21
12132,4/3/23,Regular,718,238.92
12132,3/12/23,Regular,1482,457.19
12132,2/21/23,Regular,1652,315.02
12132,1/15/23,Regular,1622,391.39
12132,2/23/23,Regular,1635,314.04
12132,2/6/23,Regular,1609,641.61
12132,3/30/23,Regular,2067,692.16
12132,1/27/23,Regular,1733,318.51
12132,4/14/23,Regular,1848,849.54
12132,4/18/23,Regular,1646,642.31
12132,3/10/23,Regular,1968,634.27
12132,1/6/23,Regular,1594,411.02
12132,4/30/23,Regular,1881,544.25
12132,4/25/23,Regular,1778,537.26
12132,1/1/23,Regular,739,197.06
12132,3/13/23,Regular,1273,397.07
12132,1/24/23,Regular,887,203.73
12132,2/24/23,Regular,1917,273.88
12132,4/12/23,Regular,1590,709.03
12132,3/7/23,Regular,1711,480.51
12132,1/20/23,Regular,1922,287.78
12132,3/16/23,Regular,1065,284.57
12132,2/26/23,Regular,1899,189.05
12132,1/31/23,Regular,75,23.93
12132,3/17/23,Regular,1598,425.92
12132,4/6/23,Regular,1805,781.89
12132,1/22/23,Regular,1590,354
12132,2/25/23,Regular,1432,195.52
12132,2/2/23,Regular,766,214.37
12132,3/26/23,Regular,1510,418.77
12132,4/8/23,Regular,1498,444.85
12132,4/10/23,Regular,1625,619.57
12132,3/11/23,Regular,1929,586.13
15112,1/8/23,Supreme,17,15.37
15112,4/7/23,Supreme,162,160.73
15112,4/23/23,Supreme,113,104.77
15112,2/15/23,Supreme,85,88.27
15112,4/19/23,Supreme,128,105.93
15112,1/11/23,Supreme,44,34.66
15112,2/1/23,Supreme,154,172.82
15112,4/1/23,Supreme,141,157.81
15112,4/18/23,Supreme,132,103.31
15112,4/20/23,Supreme,193,174.76
15112,2/5/23,Supreme,103,115.43
15112,3/30/23,Supreme,146,159.76
15112,1/30/23,Supreme,153,178.25
15112,2/12/23,Supreme,22,26.04
15112,1/16/23,Supreme,115,84.84
15112,2/14/23,Supreme,93,96.77
15112,1/18/23,Supreme,134,132.41
15112,3/20/23,Supreme,136,119.22
15112,1/10/23,Supreme,44,36.54
15112,2/7/23,Supreme,135,146.94
15112,2/10/23,Supreme,215,228.11
15112,2/20/23,Supreme,165,157.17
15112,1/31/23,Supreme,208,236.98
15112,4/3/23,Supreme,137,151.71
15112,1/21/23,Supreme,195,208.91
15112,4/22/23,Supreme,154,141.24
15112,2/13/23,Supreme,101,107.49
15112,3/8/23,Supreme,17,15.76
15112,3/19/23,Supreme,172,149.41
15112,1/17/23,Supreme,166,154
15112,2/26/23,Supreme,74,68.86
15112,1/23/23,Supreme,114,125.02
15112,1/26/23,Supreme,116,133.4
15112,1/28/23,Supreme,100,111.67
15112,2/21/23,Supreme,123,114.02
15112,3/31/23,Supreme,127,139.92
15112,3/12/23,Supreme,96,79.29
15112,2/2/23,Supreme,145,161.97
15112,2/28/23,Supreme,142,122.01
15112,3/13/23,Supreme,119,103.66
15112,1/12/23,Supreme,62,47.84
15112,2/16/23,Supreme,147,142.73
15112,2/9/23,Supreme,168,174.67
15112,3/7/23,Supreme,44,37.95
15112,2/11/23,Supreme,184,195.41
15112,1/2/23,Supreme,60,38.83
15112,1/1/23,Supreme,32,21.41
15112,3/1/23,Supreme,140,114.19
15112,3/17/23,Supreme,113,96.81
15112,4/4/23,Supreme,133,142.4
15112,4/25/23,Supreme,108,94.93
15112,2/8/23,Supreme,108,113.83
15112,1/19/23,Supreme,104,110.01
15112,4/8/23,Supreme,127,127.33
15112,4/6/23,Supreme,161,158.34
15112,1/9/23,Supreme,51,42.72
15112,1/14/23,Supreme,152,118.59
15112,3/16/23,Supreme,228,192.04
15112,4/16/23,Supreme,164,142.83
15112,3/9/23,Supreme,44,39.42
15112,4/13/23,Supreme,95,79.81
15112,2/18/23,Supreme,129,124.35
15112,2/19/23,Supreme,210,202.74
15112,3/26/23,Supreme,130,133.73
15112,3/22/23,Supreme,50,52.21
15112,3/25/23,Supreme,241,245.73
15112,3/14/23,Supreme,136,123.94
15112,1/13/23,Supreme,69,53.78
15112,4/2/23,Supreme,162,180.11
15112,2/4/23,Supreme,128,137.89
15112,4/9/23,Supreme,181,178.13
15112,1/15/23,Supreme,18,15.27
15112,2/25/23,Supreme,80,76.18
15112,3/11/23,Supreme,111,102.22
15112,3/4/23,Supreme,188,155.01
15112,4/15/23,Supreme,125,107.31
15112,1/4/23,Supreme,38,28.38
15112,2/3/23,Supreme,74,82.48
15112,1/25/23,Supreme,42,49.52
15112,4/10/23,Supreme,173,173.26
15112,4/27/23,Supreme,139,117.02
15112,3/6/23,Supreme,68,58.67
15112,4/29/23,Supreme,147,118.23
15112,4/30/23,Supreme,154,131
15112,3/28/23,Supreme,117,117.88
15112,3/29/23,Supreme,97,104.15
15112,4/24/23,Supreme,95,82.97
15112,4/21/23,Supreme,85,78.24
15112,1/7/23,Supreme,15,12.26
15112,2/23/23,Supreme,95,91.65
15112,3/3/23,Supreme,396,321.48
15112,3/24/23,Supreme,169,168.42
15112,1/20/23,Supreme,131,141.74
15112,4/11/23,Supreme,107,108.65
15112,1/6/23,Supreme,42,30.51
15112,3/2/23,Supreme,291,237.75
15112,4/12/23,Supreme,86,93.36
15112,4/5/23,Supreme,180,183.53
15112,1/27/23,Supreme,184,208.47
15112,2/22/23,Supreme,139,131.74
15112,3/23/23,Supreme,127,126.91
15112,1/3/23,Supreme,5,4.59
15112,1/29/23,Supreme,48,57.25
15112,2/17/23,Supreme,137,133.28
15112,2/6/23,Supreme,160,170.05
15112,3/18/23,Supreme,188,163.5
15112,2/27/23,Supreme,96,91.64
15112,1/24/23,Supreme,105,122.29
15112,4/26/23,Supreme,128,108.6
15112,3/10/23,Supreme,55,52.51
15112,4/28/23,Supreme,170,143.38
15112,2/24/23,Supreme,125,115.71
15112,3/27/23,Supreme,163,167.79
15112,1/5/23,Supreme,30,24.46
15112,4/17/23,Supreme,137,118.95
15112,1/22/23,Supreme,77,82.36
15112,3/5/23,Supreme,124,103.59
15112,3/21/23,Supreme,124,118.08
15112,3/15/23,Supreme,68,57.98
15112,4/14/23,Supreme,215,190.65
15935,1/16/23,Plus,121,50.97
15935,4/17/23,Plus,93,67.07
15935,2/14/23,Plus,114,44.81
15935,1/5/23,Plus,56,31.69
15935,3/10/23,Plus,147,83.06
15935,1/3/23,Plus,143,65.53
15935,3/12/23,Plus,149,90.55
15935,2/9/23,Plus,141,68.5
15935,3/22/23,Plus,174,120.47
15935,2/12/23,Plus,221,89.73
15935,1/24/23,Plus,70,43.9
15935,2/21/23,Plus,129,59.07
15935,3/9/23,Plus,142,82.15
15935,1/25/23,Plus,151,104.83
15935,2/26/23,Plus,128,45.09
15935,3/15/23,Plus,97,58.95
15935,1/4/23,Plus,71,40.65
15935,2/13/23,Plus,157,63.08
15935,3/30/23,Plus,87,70.04
15935,4/1/23,Plus,206,165.4
15935,4/20/23,Plus,214,145.57
15935,2/23/23,Plus,90,36.6
15935,4/10/23,Plus,132,93.6
15935,2/18/23,Plus,113,57.4
15935,1/7/23,Plus,100,51
15935,1/28/23,Plus,85,58.22
15935,2/11/23,Plus,139,55.81
15935,2/25/23,Plus,85,30.63
15935,3/5/23,Plus,302,169.75
15935,4/24/23,Plus,121,80.18
15935,4/26/23,Plus,39,21.52
15935,2/19/23,Plus,123,61.53
15935,4/21/23,Plus,223,143.15
15935,2/1/23,Plus,89,57.45
15935,1/1/23,Plus,155,65.23
15935,3/7/23,Plus,118,67.71
15935,1/23/23,Plus,195,122.7
15935,1/30/23,Plus,112,76.33
15935,3/1/23,Plus,93,44.47
15935,4/5/23,Plus,79,62.31
15935,2/5/23,Plus,196,113.58
15935,1/6/23,Plus,156,82.95
15935,2/17/23,Plus,107,57.65
15935,4/6/23,Plus,192,119.11
15935,3/14/23,Plus,68,42.72
15935,4/16/23,Plus,156,108.71
15935,2/24/23,Plus,98,40.35
15935,4/30/23,Plus,54,30.02
15935,3/23/23,Plus,97,67.49
15935,3/27/23,Plus,137,90.12
15935,2/6/23,Plus,170,95.23
15935,1/10/23,Plus,50,20.6
15935,2/2/23,Plus,136,81.9
15935,3/17/23,Plus,177,107.49
15935,3/18/23,Plus,166,91.63
15935,4/14/23,Plus,166,120.43
15935,3/6/23,Plus,137,80.03
15935,3/25/23,Plus,148,103.71
15935,4/18/23,Plus,109,79.2
15935,4/27/23,Plus,308,159.17
15935,2/20/23,Plus,133,66.09
15935,1/11/23,Plus,87,37.62
15935,4/22/23,Plus,85,51.71
15935,4/28/23,Plus,62,34.78
15935,4/7/23,Plus,147,98.9
15935,4/8/23,Plus,155,111.95
15935,1/2/23,Plus,128,53.43
15935,1/26/23,Plus,126,92.01
15935,3/11/23,Plus,119,68.68
15935,4/15/23,Plus,160,113.05
15935,4/29/23,Plus,180,95.21
15935,4/11/23,Plus,140,100.16
15935,1/12/23,Plus,58,23.51
15935,2/22/23,Plus,144,64
15935,1/31/23,Plus,123,82.61
15935,1/20/23,Plus,176,110.23
15935,1/14/23,Plus,53,17.32
15935,3/29/23,Plus,170,124.78
15935,4/12/23,Plus,126,88.51
15935,3/20/23,Plus,80,47.25
15935,2/4/23,Plus,144,87
15935,1/29/23,Plus,100,70.32
15935,2/3/23,Plus,115,68.67
15935,1/27/23,Plus,128,94.29
15935,4/4/23,Plus,189,152.06
15935,3/24/23,Plus,106,67.61
15935,3/26/23,Plus,121,82.71
15935,1/8/23,Plus,63,32.14
15935,1/9/23,Plus,149,72.99
15935,1/15/23,Plus,56,18.65
15935,3/19/23,Plus,186,104.71
15935,4/19/23,Plus,174,126.4
15935,4/3/23,Plus,45,38.24
15935,1/21/23,Plus,175,110.99
15935,2/15/23,Plus,51,26.37
15935,1/22/23,Plus,142,88.43
15935,2/10/23,Plus,98,45.1
15935,4/2/23,Plus,156,123.88
15935,4/23/23,Plus,254,156.99
15935,2/27/23,Plus,181,77.72
15935,1/13/23,Plus,202,72.3
15935,2/28/23,Plus,95,42.55
15935,3/31/23,Plus,163,132.7
15935,1/17/23,Plus,89,48.92
15935,3/8/23,Plus,116,68.51
15935,3/21/23,Plus,86,57.32
15935,3/28/23,Plus,184,120.63
15935,4/13/23,Plus,105,75.98
15935,1/19/23,Plus,81,52.79
15935,2/7/23,Plus,100,52.26
15935,1/18/23,Plus,139,79.89
15935,2/8/23,Plus,144,70.87
15935,2/16/23,Plus,88,49.67
15935,3/4/23,Plus,263,148.65
15935,3/13/23,Plus,103,65.14
15935,3/16/23,Plus,192,112.5
15935,4/25/23,Plus,92,53.35
15935,4/9/23,Plus,166,112.39
22724,3/18/23,Plus,242,162.2
22724,3/23/23,Plus,179,104.54
22724,4/17/23,Plus,113,72.7
22724,1/14/23,Plus,108,36.2
22724,2/1/23,Plus,228,118.1
22724,4/22/23,Plus,153,120.5
22724,2/13/23,Plus,250,121.35
22724,2/10/23,Plus,184,98.42
22724,4/6/23,Plus,118,70.84
22724,4/14/23,Plus,145,70.03
22724,4/12/23,Plus,170,87.96
22724,2/23/23,Plus,109,65.14
22724,4/4/23,Plus,227,107.88
22724,2/3/23,Plus,146,66.01
22724,2/5/23,Plus,202,100.29
22724,2/14/23,Plus,149,63.33
22724,3/26/23,Plus,126,65.08
22724,3/19/23,Plus,169,110.85
22724,4/21/23,Plus,233,181.86
22724,2/4/23,Plus,162,84.16
22724,1/15/23,Plus,162,36.42
22724,3/1/23,Plus,205,19.12
22724,3/6/23,Plus,151,57.21
22724,1/17/23,Plus,279,131.53
22724,2/9/23,Plus,203,102.16
22724,4/13/23,Plus,187,87.07
22724,4/15/23,Plus,126,61.69
22724,1/29/23,Plus,171,79.14
22724,2/6/23,Plus,278,137.76
22724,3/2/23,Plus,133,15.78
22724,1/1/23,Plus,92,48.76
22724,3/11/23,Plus,244,103.22
22724,4/16/23,Plus,225,108.94
22724,4/23/23,Plus,179,138.47
22724,1/18/23,Plus,133,58.88
22724,4/2/23,Plus,257,144.51
22724,3/15/23,Plus,149,104.35
22724,2/26/23,Plus,218,111.37
22724,1/22/23,Plus,159,52.96
22724,4/1/23,Plus,264,154.79
22724,4/3/23,Plus,207,115.51
22724,1/21/23,Plus,138,44.22
22724,2/21/23,Plus,220,114.66
22724,3/5/23,Plus,113,25.86
22724,3/17/23,Plus,192,135.27
22724,4/27/23,Plus,251,208.24
22724,1/3/23,Plus,165,73.62
22724,4/19/23,Plus,177,119.8
22724,1/30/23,Plus,225,102.9
22724,1/25/23,Plus,136,74.5
22724,4/29/23,Plus,231,186.03
22724,2/25/23,Plus,174,92.01
22724,2/19/23,Plus,133,51.39
22724,4/10/23,Plus,137,79.32
22724,1/4/23,Plus,258,105.61
22724,4/28/23,Plus,141,115.81
22724,1/16/23,Plus,163,39.72
22724,1/19/23,Plus,180,80.89
22724,4/30/23,Plus,132,109.96
22724,1/11/23,Plus,173,66.62
22724,2/18/23,Plus,187,73.09
22724,1/28/23,Plus,126,60.83
22724,2/7/23,Plus,245,130.82
22724,3/14/23,Plus,85,60.84
22724,2/11/23,Plus,171,92.43
22724,1/27/23,Plus,179,81.65
22724,2/15/23,Plus,214,89.5
22724,3/3/23,Plus,189,45.05
22724,3/20/23,Plus,206,128.15
22724,1/6/23,Plus,145,70.83
22724,4/18/23,Plus,147,101.5
22724,3/30/23,Plus,231,133.56
22724,3/27/23,Plus,205,105.89
22724,2/27/23,Plus,77,39.7
22724,3/7/23,Plus,294,139.68
22724,3/21/23,Plus,154,95.69
22724,1/26/23,Plus,197,103.45
22724,1/12/23,Plus,168,56.02
22724,2/20/23,Plus,63,33.91
22724,1/20/23,Plus,202,86.5
22724,1/7/23,Plus,112,51.38
22724,2/17/23,Plus,241,100.86
22724,2/24/23,Plus,147,82.96
22724,3/8/23,Plus,85,40.36
22724,1/10/23,Plus,173,70.45
22724,2/12/23,Plus,106,55.15
22724,3/25/23,Plus,160,81.96
22724,2/22/23,Plus,238,125.66
22724,3/28/23,Plus,167,81.26
22724,4/25/23,Plus,177,139.15
22724,1/9/23,Plus,171,72.17
22724,2/2/23,Plus,158,81.03
22724,3/24/23,Plus,182,100.17
22724,4/7/23,Plus,173,98.14
22724,4/5/23,Plus,119,54.52
22724,1/24/23,Plus,170,99.89
22724,4/8/23,Plus,163,95.51
22724,3/22/23,Plus,224,130.15
22724,1/31/23,Plus,139,64.05
22724,3/31/23,Plus,253,145.25
22724,2/8/23,Plus,95,51.92
22724,1/2/23,Plus,238,106.37
22724,2/28/23,Plus,139,65.52
22724,1/8/23,Plus,136,56.73
22724,1/5/23,Plus,211,86.67
22724,1/13/23,Plus,210,67.95
22724,4/9/23,Plus,143,81.09
22724,3/9/23,Plus,196,93.83
22724,3/4/23,Plus,289,64.88
22724,1/23/23,Plus,191,79.03
22724,2/16/23,Plus,82,36.92
22724,3/10/23,Plus,194,91.26
22724,4/20/23,Plus,197,150.26
22724,3/29/23,Plus,234,134.74
22724,3/13/23,Plus,153,61.3
22724,3/16/23,Plus,98,70.87
22724,4/11/23,Plus,252,135.85
22724,3/12/23,Plus,253,112.53
22724,4/24/23,Plus,233,188.87
22724,4/26/23,Plus,202,152.18
22979,2/19/23,Supreme,91,56.81
22979,3/6/23,Supreme,73,43.23
22979,3/8/23,Supreme,119,71.52
22979,2/8/23,Supreme,88,40.17
22979,2/13/23,Supreme,59,31.9
22979,1/6/23,Supreme,81,50.63
22979,1/4/23,Supreme,88,53.02
22979,4/5/23,Supreme,113,69.41
22979,1/16/23,Supreme,58,36.47
22979,2/2/23,Supreme,102,50.75
22979,3/22/23,Supreme,132,71.38
22979,4/2/23,Supreme,118,66.8
22979,1/25/23,Supreme,112,73.3
22979,2/4/23,Supreme,217,99.86
22979,1/1/23,Supreme,136,74.77
22979,2/27/23,Supreme,122,90.2
22979,3/16/23,Supreme,92,53.95
22979,1/30/23,Supreme,70,112.95
22979,1/5/23,Supreme,105,68.15
22979,2/26/23,Supreme,32,26.24
22979,3/17/23,Supreme,71,43.64
22979,4/27/23,Supreme,64,48.43
22979,4/30/23,Supreme,85,61.48
22979,2/7/23,Supreme,87,39.11
22979,3/23/23,Supreme,79,47.83
22979,4/20/23,Supreme,79,56.88
22979,3/24/23,Supreme,195,120.24
22979,2/15/23,Supreme,75,37.6
22979,4/1/23,Supreme,62,36.45
22979,2/24/23,Supreme,121,87.12
22979,3/20/23,Supreme,105,59.62
22979,3/13/23,Supreme,79,41.8
22979,1/21/23,Supreme,111,78.32
22979,1/12/23,Supreme,119,71.33
22979,2/3/23,Supreme,102,51.35
22979,3/18/23,Supreme,175,97.73
22979,2/9/23,Supreme,165,75.38
22979,1/23/23,Supreme,131,85.18
22979,3/15/23,Supreme,83,47.1
22979,1/14/23,Supreme,72,45.4
22979,1/11/23,Supreme,99,62.69
22979,4/6/23,Supreme,103,65.57
22979,3/28/23,Supreme,146,87.53
22979,3/9/23,Supreme,151,83.1
22979,3/27/23,Supreme,73,45.83
22979,2/16/23,Supreme,90,47.05
22979,4/13/23,Supreme,70,58.69
22979,1/20/23,Supreme,98,69.52
22979,4/28/23,Supreme,57,42.04
22979,2/14/23,Supreme,106,56.35
22979,4/25/23,Supreme,65,45.82
22979,4/3/23,Supreme,60,38.41
22979,1/8/23,Supreme,30,22.24
22979,1/19/23,Supreme,126,89.15
22979,2/21/23,Supreme,65,43.99
22979,1/27/23,Supreme,103,66.17
22979,3/12/23,Supreme,63,36.88
22979,2/18/23,Supreme,95,62.31
22979,4/9/23,Supreme,211,133.61
22979,3/30/23,Supreme,79,49.45
22979,4/26/23,Supreme,150,108.95
22979,3/19/23,Supreme,122,65.76
22979,1/17/23,Supreme,82,55.51
22979,3/2/23,Supreme,57,36.99
22979,3/10/23,Supreme,103,61.17
22979,2/20/23,Supreme,65,41.21
22979,1/18/23,Supreme,105,72.57
22979,2/1/23,Supreme,115,54.67
22979,2/10/23,Supreme,99,53.13
22979,4/16/23,Supreme,114,82.29
22979,4/17/23,Supreme,92,68.78
22979,1/24/23,Supreme,77,49.84
22979,3/25/23,Supreme,63,38.79
22979,4/19/23,Supreme,92,64.68
22979,2/28/23,Supreme,95,79.3
22979,2/6/23,Supreme,93,48.15
22979,2/22/23,Supreme,93,58.87
22979,1/7/23,Supreme,79,54.3
22979,3/11/23,Supreme,63,37.08
22979,3/21/23,Supreme,58,34.94
22979,4/12/23,Supreme,73,46.07
22979,4/24/23,Supreme,75,52.86
22979,4/4/23,Supreme,96,59.9
22979,4/22/23,Supreme,63,46.26
22979,1/2/23,Supreme,75,36.34
22979,3/4/23,Supreme,110,64.72
22979,4/8/23,Supreme,188,114.22
22979,4/7/23,Supreme,128,78.23
22979,4/11/23,Supreme,214,128.05
22979,2/12/23,Supreme,116,60.88
22979,2/23/23,Supreme,74,46.77
22979,4/29/23,Supreme,149,106.78
22979,1/13/23,Supreme,51,32.23
22979,1/29/23,Supreme,61,38.72
22979,2/25/23,Supreme,81,59.98
22979,1/3/23,Supreme,129,69.39
22979,3/3/23,Supreme,126,74.2
22979,1/28/23,Supreme,90,57.47
22979,3/1/23,Supreme,105,88.26
22979,4/14/23,Supreme,110,82.83
22979,1/22/23,Supreme,89,64.02
22979,2/17/23,Supreme,79,50.38
22979,3/29/23,Supreme,137,84.98
22979,2/5/23,Supreme,102,49.17
22979,4/15/23,Supreme,116,84.74
22979,3/31/23,Supreme,130,83.12
22979,1/31/23,Supreme,166,78.83
22979,1/15/23,Supreme,92,59.22
22979,4/18/23,Supreme,105,76.15
22979,1/9/23,Supreme,42,31.45
22979,3/14/23,Supreme,140,76.48
22979,3/26/23,Supreme,91,56.54
22979,4/23/23,Supreme,60,44.93
22979,1/10/23,Supreme,94,60.41
22979,1/26/23,Supreme,163,99.86
22979,2/11/23,Supreme,82,52.96
22979,3/7/23,Supreme,78,46.13
22979,4/21/23,Supreme,76,57.77
22979,3/5/23,Supreme,143,83.51
